sid,stid,name,ord,mh,fh
6953,23,wept-pl,0,1,0
6953,23,wept-pl,1,0,0
6953,23,wept-pl,2,0,0
6954,23,wept-pl,0,1,0
6954,23,wept-pl,1,0,0
6954,23,wept-pl,2,0,0
6954,23,wept-pl,3,0,0
6954,23,wept-pl,4,0,0
6954,23,wept-pl,5,0,0
6954,23,wept-pl,6,0,0
6954,23,wept-pl,7,0,0
6954,23,wept-pl,8,0,0
6954,23,wept-pl,9,0,0
6954,23,wept-pl,10,0,0
6954,23,wept-pl,11,0,0
6954,23,wept-pl,12,0,0
6954,23,wept-pl,13,0,0
6954,23,wept-pl,14,0,0
6955,23,wept-pl,0,1,0
6955,23,wept-pl,1,0,0
6955,23,wept-pl,2,0,0
6956,23,wept-pl,0,3,0
6956,23,wept-pl,1,1,0
6959,23,wept-pl,0,0,0
6959,23,wept-pl,1,0,0
6959,23,wept-pl,2,2,0
6959,23,wept-pl,3,1,0
6959,23,wept-pl,4,1,0
6959,23,wept-pl,5,0,0
6959,23,wept-pl,6,1,0
6959,23,wept-pl,7,0,0
6959,23,wept-pl,8,0,0
6959,23,wept-pl,9,0,0
6960,23,wept-pl,0,9,2
6960,23,wept-pl,1,9,0
6961,23,wept-pl,0,1,0
6961,23,wept-pl,1,1,0
6961,23,wept-pl,2,0,0
6961,23,wept-pl,3,0,0
6961,23,wept-pl,4,0,0
6961,23,wept-pl,5,0,0
6961,23,wept-pl,6,0,0
6961,23,wept-pl,7,0,0
6961,23,wept-pl,8,0,0
6961,23,wept-pl,9,2,0
6961,23,wept-pl,10,0,0
6961,23,wept-pl,11,2,0
6961,23,wept-pl,12,0,0
6961,23,wept-pl,13,1,0
6961,23,wept-pl,14,0,0
6963,23,wept-pl,0,3,0
6963,23,wept-pl,1,0,0
6963,23,wept-pl,2,0,0
6963,23,wept-pl,3,1,0
6963,23,wept-pl,4,0,0
6963,23,wept-pl,5,0,0
6963,23,wept-pl,6,0,0
6963,23,wept-pl,7,0,0
6963,23,wept-pl,8,0,0
6963,23,wept-pl,9,0,0
6963,23,wept-pl,10,0,0
6963,23,wept-pl,11,0,0
6963,23,wept-pl,12,1,0
6963,23,wept-pl,13,0,0
6963,23,wept-pl,14,1,0
6964,23,wept-pl,0,2,0
6964,23,wept-pl,1,1,0
6964,23,wept-pl,2,0,0
6964,23,wept-pl,3,0,0
6964,23,wept-pl,4,0,0
6964,23,wept-pl,5,0,0
6964,23,wept-pl,6,0,0
6964,23,wept-pl,7,1,0
6964,23,wept-pl,8,0,0
6964,23,wept-pl,9,0,0
6964,23,wept-pl,10,0,0
6964,23,wept-pl,11,0,0
6964,23,wept-pl,12,0,0
6964,23,wept-pl,13,0,0
6964,23,wept-pl,14,0,0
6965,23,wept-pl,0,0,0
6965,23,wept-pl,1,0,0
6965,23,wept-pl,2,0,0
6966,23,wept-pl,0,2,0
6966,23,wept-pl,1,3,0
6967,23,wept-pl,0,1,0
6967,23,wept-pl,1,0,0
6967,23,wept-pl,2,4,0
6967,23,wept-pl,3,0,0
6967,23,wept-pl,4,0,0
6967,23,wept-pl,5,1,0
6968,23,wept-pl,0,0,0
6968,23,wept-pl,1,0,0
6968,23,wept-pl,2,0,0
6968,23,wept-pl,3,0,0
6970,23,wept-pl,0,1,0
6970,23,wept-pl,1,0,0
6970,23,wept-pl,2,0,0
6970,23,wept-pl,3,1,0
6970,23,wept-pl,4,0,2
6970,23,wept-pl,5,0,1
6970,23,wept-pl,6,1,0
6970,23,wept-pl,7,0,0
6970,23,wept-pl,8,1,0
6970,23,wept-pl,9,1,0
6970,23,wept-pl,10,1,0
6970,23,wept-pl,11,0,0
6970,23,wept-pl,12,0,0
6970,23,wept-pl,13,0,0
6970,23,wept-pl,14,0,1
6972,23,wept-pl,0,0,1
6972,23,wept-pl,1,3,0
6972,23,wept-pl,2,0,0
6972,23,wept-pl,3,3,0
6972,23,wept-pl,4,1,0
6973,23,wept-pl,0,0,0
6973,23,wept-pl,1,0,0
6973,23,wept-pl,2,1,0
6973,23,wept-pl,3,0,0
6973,23,wept-pl,4,0,0
6973,23,wept-pl,5,0,0
6973,23,wept-pl,6,1,1
6973,23,wept-pl,7,0,0
6973,23,wept-pl,8,2,0
6973,23,wept-pl,9,1,0
6973,23,wept-pl,10,0,1
6973,23,wept-pl,11,2,0
6973,23,wept-pl,12,1,0
6973,23,wept-pl,13,1,0
6973,23,wept-pl,14,1,0
6974,23,wept-pl,0,0,0
6974,23,wept-pl,1,0,0
6974,23,wept-pl,2,0,0
6974,23,wept-pl,3,0,0
6974,23,wept-pl,4,0,0
6974,23,wept-pl,5,0,0
6974,23,wept-pl,6,0,0
6974,23,wept-pl,7,0,0
6974,23,wept-pl,8,0,0
6974,23,wept-pl,9,0,0
6974,23,wept-pl,10,0,0
6974,23,wept-pl,11,0,0
6974,23,wept-pl,12,0,0
6974,23,wept-pl,13,0,0
6974,23,wept-pl,14,0,0
6975,23,wept-pl,0,1,0
6975,23,wept-pl,1,1,0
6975,23,wept-pl,2,0,0
6977,23,wept-pl,0,0,0
6977,23,wept-pl,1,0,0
6977,23,wept-pl,2,0,0
6977,23,wept-pl,3,0,0
6977,23,wept-pl,4,1,0
6978,23,wept-pl,0,0,0
6978,23,wept-pl,1,0,0
6978,23,wept-pl,2,0,0
6978,23,wept-pl,3,0,0
6978,23,wept-pl,4,0,0
6978,23,wept-pl,5,0,0
6978,23,wept-pl,6,2,0
6978,23,wept-pl,7,0,0
6978,23,wept-pl,8,0,0
6978,23,wept-pl,9,2,0
6978,23,wept-pl,10,0,0
6978,23,wept-pl,11,0,0
6978,23,wept-pl,12,0,0
6978,23,wept-pl,13,0,0
6978,23,wept-pl,14,1,0
6979,23,wept-pl,0,0,0
6979,23,wept-pl,1,0,0
6979,23,wept-pl,2,0,0
6979,23,wept-pl,3,2,0
6979,23,wept-pl,4,2,0
6979,23,wept-pl,5,2,0
6979,23,wept-pl,6,1,0
6979,23,wept-pl,7,2,0
6979,23,wept-pl,8,3,0
6979,23,wept-pl,9,2,0
6979,23,wept-pl,10,1,0
6979,23,wept-pl,11,0,1
6979,23,wept-pl,12,2,0
6979,23,wept-pl,13,2,0
6979,23,wept-pl,14,4,1
6980,23,wept-pl,0,0,0
6980,23,wept-pl,1,0,0
6980,23,wept-pl,2,0,0
6980,23,wept-pl,3,1,0
6981,23,wept-pl,0,0,0
6981,23,wept-pl,1,0,0
6981,23,wept-pl,2,0,0
6981,23,wept-pl,3,0,0
6981,23,wept-pl,4,0,0
6981,23,wept-pl,5,0,0
6981,23,wept-pl,6,0,0
6981,23,wept-pl,7,0,0
6981,23,wept-pl,8,0,0
6981,23,wept-pl,9,0,0
6981,23,wept-pl,10,0,0
6981,23,wept-pl,11,0,0
6981,23,wept-pl,12,0,0
6981,23,wept-pl,13,0,0
6981,23,wept-pl,14,0,0
6982,23,wept-pl,0,1,0
6982,23,wept-pl,1,0,0
6982,23,wept-pl,2,0,0
6982,23,wept-pl,3,0,0
6982,23,wept-pl,4,0,0
6982,23,wept-pl,5,0,0
6982,23,wept-pl,6,0,0
6982,23,wept-pl,7,0,0
6982,23,wept-pl,8,0,0
6982,23,wept-pl,9,0,0
6983,23,wept-pl,0,1,0
6983,23,wept-pl,1,2,0
6983,23,wept-pl,2,1,0
6983,23,wept-pl,3,1,0
6983,23,wept-pl,4,0,0
6983,23,wept-pl,5,0,0
6983,23,wept-pl,6,1,0
6983,23,wept-pl,7,0,0
6983,23,wept-pl,8,0,0
6983,23,wept-pl,9,0,0
6983,23,wept-pl,10,1,0
6983,23,wept-pl,11,0,0
6983,23,wept-pl,12,0,0
6983,23,wept-pl,13,0,0
6983,23,wept-pl,14,0,0
6984,23,wept-pl,0,0,0
6984,23,wept-pl,1,0,0
6984,23,wept-pl,2,0,0
6984,23,wept-pl,3,0,0
6985,23,wept-pl,0,0,0
6985,23,wept-pl,1,0,0
6985,23,wept-pl,2,0,0
6985,23,wept-pl,3,0,0
6985,23,wept-pl,4,0,0
6985,23,wept-pl,5,0,0
6985,23,wept-pl,6,0,0
6985,23,wept-pl,7,0,0
6985,23,wept-pl,8,0,0
6985,23,wept-pl,9,0,0
6985,23,wept-pl,10,0,0
6985,23,wept-pl,11,0,0
6985,23,wept-pl,12,0,0
6985,23,wept-pl,13,0,0
6985,23,wept-pl,14,0,0
6986,23,wept-pl,0,0,0
6986,23,wept-pl,1,1,0
6986,23,wept-pl,2,1,0
6986,23,wept-pl,3,1,0
6986,23,wept-pl,4,0,0
6986,23,wept-pl,5,0,0
6986,23,wept-pl,6,1,0
6986,23,wept-pl,7,0,0
6986,23,wept-pl,8,0,0
6986,23,wept-pl,9,0,0
6986,23,wept-pl,10,0,0
6986,23,wept-pl,11,0,0
6986,23,wept-pl,12,0,0
6986,23,wept-pl,13,0,0
6986,23,wept-pl,14,0,0
6987,23,wept-pl,0,0,2
6987,23,wept-pl,1,0,3
6987,23,wept-pl,2,0,1
6987,23,wept-pl,3,0,0
6987,23,wept-pl,4,1,1
6988,23,wept-pl,0,0,0
6989,23,wept-pl,0,0,0
6989,23,wept-pl,1,2,0
6989,23,wept-pl,2,0,0
6989,23,wept-pl,3,0,0
6990,23,wept-pl,0,0,0
6990,23,wept-pl,1,0,0
6990,23,wept-pl,2,2,0
6990,23,wept-pl,3,0,0
6990,23,wept-pl,4,0,0
6991,23,wept-pl,0,0,0
6991,23,wept-pl,1,0,0
6991,23,wept-pl,2,0,0
6991,23,wept-pl,3,0,0
6992,23,wept-pl,0,1,0
6992,23,wept-pl,1,0,0
6992,23,wept-pl,2,1,0
6992,23,wept-pl,3,0,0
6992,23,wept-pl,4,0,0
6992,23,wept-pl,5,0,0
6992,23,wept-pl,6,0,0
6992,23,wept-pl,7,0,0
6992,23,wept-pl,8,0,0
6992,23,wept-pl,9,0,0
6992,23,wept-pl,10,0,0
6992,23,wept-pl,11,0,0
6992,23,wept-pl,12,0,0
6992,23,wept-pl,13,0,0
6992,23,wept-pl,14,0,0
6993,23,wept-pl,0,0,0
6993,23,wept-pl,1,0,0
6993,23,wept-pl,2,0,0
6993,23,wept-pl,3,1,0
6993,23,wept-pl,4,0,0
6993,23,wept-pl,5,0,0
6993,23,wept-pl,6,0,0
6994,23,wept-pl,0,0,0
6994,23,wept-pl,1,0,1
6994,23,wept-pl,2,0,0
6994,23,wept-pl,3,0,0
6994,23,wept-pl,4,0,0
6994,23,wept-pl,5,0,0
6994,23,wept-pl,6,0,0
6994,23,wept-pl,7,0,0
6995,23,wept-pl,0,1,0
6998,23,wept-pl,0,0,0
6998,23,wept-pl,1,0,0
6999,23,wept-pl,0,2,0
6999,23,wept-pl,1,0,0
6999,23,wept-pl,2,2,0
7000,23,wept-pl,0,0,0
7001,23,wept-pl,0,1,0
7001,23,wept-pl,1,0,0
7001,23,wept-pl,2,0,0
7001,23,wept-pl,3,1,0
7001,23,wept-pl,4,0,0
7001,23,wept-pl,5,0,0
7001,23,wept-pl,6,0,0
7001,23,wept-pl,7,0,0
7001,23,wept-pl,8,0,0
7001,23,wept-pl,9,0,0
7001,23,wept-pl,10,0,0
7001,23,wept-pl,11,0,0
7001,23,wept-pl,12,0,0
7001,23,wept-pl,13,0,0
7001,23,wept-pl,14,0,0
7002,23,wept-pl,0,0,0
7002,23,wept-pl,1,0,0
7002,23,wept-pl,2,0,0
7002,23,wept-pl,3,0,0
7002,23,wept-pl,4,0,0
7002,23,wept-pl,5,1,0
7002,23,wept-pl,6,0,0
7002,23,wept-pl,7,0,0
7002,23,wept-pl,8,0,0
7002,23,wept-pl,9,0,0
7002,23,wept-pl,10,0,0
7002,23,wept-pl,11,0,0
7002,23,wept-pl,12,1,0
7002,23,wept-pl,13,0,0
7002,23,wept-pl,14,0,0
7003,23,wept-pl,0,10,2
7004,23,wept-pl,0,1,0
7004,23,wept-pl,1,0,0
7004,23,wept-pl,2,0,0
7004,23,wept-pl,3,1,0
7004,23,wept-pl,4,1,0
7004,23,wept-pl,5,1,0
7004,23,wept-pl,6,0,0
7004,23,wept-pl,7,1,0
7004,23,wept-pl,8,1,0
7004,23,wept-pl,9,1,0
7004,23,wept-pl,10,1,0
7004,23,wept-pl,11,0,0
7004,23,wept-pl,12,0,1
7004,23,wept-pl,13,1,0
7004,23,wept-pl,14,2,0
7005,23,wept-pl,0,0,0
7005,23,wept-pl,1,4,0
7006,23,wept-pl,0,1,0
7006,23,wept-pl,1,0,0
7006,23,wept-pl,2,0,0
7006,23,wept-pl,3,0,0
7008,23,wept-pl,0,0,0
7008,23,wept-pl,1,1,0
7008,23,wept-pl,2,0,0
7008,23,wept-pl,3,3,0
7008,23,wept-pl,4,0,0
7009,23,wept-pl,0,0,0
7009,23,wept-pl,1,0,1
7009,23,wept-pl,2,0,0
7009,23,wept-pl,3,0,0
7009,23,wept-pl,4,1,0
7009,23,wept-pl,5,0,0
7009,23,wept-pl,6,1,0
7009,23,wept-pl,7,0,0
7009,23,wept-pl,8,0,0
7009,23,wept-pl,9,0,0
7009,23,wept-pl,10,0,0
7011,23,wept-pl,0,1,0
7011,23,wept-pl,1,1,0
7011,23,wept-pl,2,0,0
7011,23,wept-pl,3,1,0
7011,23,wept-pl,4,0,0
7011,23,wept-pl,5,0,0
7011,23,wept-pl,6,2,0
7011,23,wept-pl,7,0,0
7011,23,wept-pl,8,1,0
7011,23,wept-pl,9,1,0
7011,23,wept-pl,10,2,0
7011,23,wept-pl,11,0,0
7011,23,wept-pl,12,0,0
7011,23,wept-pl,13,1,0
7011,23,wept-pl,14,0,0
7015,23,wept-pl,0,0,0
7015,23,wept-pl,1,1,0
7015,23,wept-pl,2,3,0
7015,23,wept-pl,3,0,0
7015,23,wept-pl,4,1,0
7015,23,wept-pl,5,0,0
7016,23,wept-pl,0,1,0
7016,23,wept-pl,1,0,0
7016,23,wept-pl,2,0,0
7016,23,wept-pl,3,1,0
7016,23,wept-pl,4,0,0
7016,23,wept-pl,5,0,0
7016,23,wept-pl,6,0,0
7016,23,wept-pl,7,0,0
7016,23,wept-pl,8,0,0
7016,23,wept-pl,9,0,0
7016,23,wept-pl,10,1,0
7016,23,wept-pl,11,0,0
7016,23,wept-pl,12,0,0
7016,23,wept-pl,13,0,1
7017,23,wept-pl,0,1,0
7017,23,wept-pl,1,0,0
7018,23,wept-pl,0,1,0
7018,23,wept-pl,1,0,0
7018,23,wept-pl,2,0,0
7018,23,wept-pl,3,1,0
7018,23,wept-pl,4,0,0
7018,23,wept-pl,5,2,0
7018,23,wept-pl,6,0,0
7018,23,wept-pl,7,1,0
7018,23,wept-pl,8,1,0
7019,23,wept-pl,0,0,0
7019,23,wept-pl,1,0,0
7019,23,wept-pl,2,0,0
7019,23,wept-pl,3,2,0
7019,23,wept-pl,4,0,0
7019,23,wept-pl,5,0,0
7019,23,wept-pl,6,0,0
7019,23,wept-pl,7,0,0
7019,23,wept-pl,8,0,0
7019,23,wept-pl,9,1,0
7019,23,wept-pl,10,0,0
7019,23,wept-pl,11,0,0
7019,23,wept-pl,12,0,0
7019,23,wept-pl,13,0,1
7019,23,wept-pl,14,0,0
7020,23,wept-pl,0,2,0
7020,23,wept-pl,1,0,0
7020,23,wept-pl,2,0,0
7020,23,wept-pl,3,1,0
7020,23,wept-pl,4,0,0
7020,23,wept-pl,5,0,0
7020,23,wept-pl,6,4,0
7020,23,wept-pl,7,2,0
7021,23,wept-pl,0,0,0
7021,23,wept-pl,1,0,0
7021,23,wept-pl,2,0,0
7021,23,wept-pl,3,0,0
7022,23,wept-pl,0,2,0
7022,23,wept-pl,1,1,0
7022,23,wept-pl,2,1,0
7022,23,wept-pl,3,0,0
7022,23,wept-pl,4,0,0
7022,23,wept-pl,5,0,0
7022,23,wept-pl,6,3,0
7022,23,wept-pl,7,0,0
7022,23,wept-pl,8,2,0
7022,23,wept-pl,9,1,0
7023,23,wept-pl,0,0,0
7023,23,wept-pl,1,0,0
7023,23,wept-pl,2,0,0
7023,23,wept-pl,3,0,0
7023,23,wept-pl,4,0,0
7023,23,wept-pl,5,0,0
7023,23,wept-pl,6,1,0
